Constituent ID,Constituent type,Constituent codes,Lifetime giving,First gift amount,First gift type,First gift date,Latest gift amount,Latest gift type,Latest gift date,Greatest gift amount,Greatest gift type,Greatest gift date,Prospect status,Last action category,Last action date,Prospect classification,Gender,Spouse,Tags,BPI - Bass Society,"Committee, WSF Board+","Committee, WSF-Driven","Committees, Outside",Community Groups,"Events, BPI","Events, Community Conversations","Events, Donor","Events, PA","Events, Prospect","Events, Sponsor","Events, Volunteer","Events, Womens Fund","Events, WSF",Legacy,Original Building Donor - 2014,Stewardship Letters,Tax Status,Echo Award,Date added,Solicit codes,Professional Advisors,Prospect Type,Transformational Donor
1996.MID.00266,Organization,Organization (No start date - No end date),3191900,37000,One-time gift,12/7/1998,100000,One-time gift,1/3/2022,300000,One-time gift,8/21/2020,,Mailing,10/14/2016,,,0,,,,,,,,,,,,Women's Fund Luncheon-Prospective Ask (No date);Community Meeting-Prospective Ask (No date);Community Meeting-2009 (No date);Community Meeting-2007 (No date);Community Meeting-2006 (No date),,,,0,,,,,7/1/1996,No CLF Appeal,,,
2018.13,Individual,Individual (No start date - No end date),3168756.23,50000,Soft credit pledge,11/29/2017,656299,Soft credit stock/property (sold),5/5/2022,2000000,Soft credit one-time gift,12/20/2018,,,,,Female,1,Higher giving potential;High wealth rating,,,,,,,,2022 Legacy Event (11/1/2022),,,,,,,1,,,,,7/1/1996,,,,
2017.1693,Organization,,3070852.16,614170.43,Other,10/19/2017,614170.44,Other,10/19/2017,614170.44,Other,10/19/2017,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/20/2017,,,,
1996.MID.01709,Individual,Prospect (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),3061668.54,60000,Soft credit one-time gift,6/27/2000,75000,One-time gift,1/26/2022,268480,Soft credit one-time gift,6/11/2007,Cultivation,Email,10/20/2022,Centennial C,Male,1,No meeting;High wealth rating,,,,,,,2016 Jamie Vollmer (No date),Donor Dinner (6/8/2022);2018 Student Aid Breakfast (7/24/2018);2018 Legacy Dinner (11/7/2018);Rooftop Centennial Cultivation (5/15/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016);2015 Community Conversation 10-20 (No date),,2005 Eisenberg (No date),,,,,1,,,,,7/1/1996,,,Carolina Physicians Assoc Doc (95-08) (No date),1
2006.3536,Individual,Individual (No start date - No end date),3035083.77,15093.75,Soft credit one-time gift,11/20/1998,1500,Other,4/13/2022,825000,Soft credit stock/property (sold),12/30/2005,,Email,5/19/2020,,Female,1,,1,,Racial Equity Advocates (6/24/2020),,,,,,,,,,,,0,,,,,11/23/1998,,,BPI (6/10/2020),
1997.MID.02622,Individual,Volunteer (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099);WSF Board Member - Former (No start date - 2021),3034583.77,15093.75,One-time gift,11/20/1998,1000,Soft credit other,4/27/2022,825000,Stock/property (sold),12/30/2005,Cultivation,Mailing,8/4/2022,Next Century Ambassadors,Male,1,No contact;No meeting;High wealth rating,1,1,Community Philanthropy Builders - Past Member (No date);Next Century Ambassador (No date);Asset Development Committee - Past Member (No date),,,,2016 Strong at Home (No date);2016 Jamie Vollmer (No date),2022 Legacy Event (11/1/2022);Donor Dinner (6/8/2022);Supporting Small Businesses Panel Discussion (11/18/2020);2018 Student Aid Breakfast (7/24/2018);2018 Legacy Dinner (11/7/2018);2018 Donor Appreciation Celebration (6/14/2018);Rooftop Centennial Cultivation (5/15/2018);2017 Legacy Dinner (11/8/2017);GMP 2016 (10/25/2016);2016 Legacy Dinner (11/9/2016);2015 Legacy Dinner (No date);2015 Community Conversation 10-20 (No date);2015 Eric Jensen Event (No date);2014 Legacy Dinner (No date);2007 Miree luncheon (5/16/2007),2019 PA Appreciation Breakfast (9/17/2019);2012 Eisenberg Gathering (No date),2019 Tuttle Centennial Cultivation Event (5/9/2019);2018 Burress Dinner; Old Town (10/4/2018);2014 October Rooftop Cultivation Event (No date),,2016 Holiday Volunteer Event (No date),,WSF Committee Dinner (5/3/2022);Conversation with LaTida Smith (10/20/2021),1,1,1,,,3/6/1997,,,BPI (No date),1
1997.MID.02521,Individual,Individual (2/28/1997 - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),3031927.48,122092,Stock/property (sold),11/14/2001,28493.8,Stock/property (sold),9/21/2022,160626,Stock/property (sold),9/27/2010,Pending Ask,Meeting,5/22/2022,Centennial A,Male,1,No meeting;High wealth rating,,,,,,,,Rooftop Centennial Cultivation (5/15/2018);Listening Session (No date),,,,,,,0,,,,,2/28/1997,,,,
1996.MID.00377,Organization,Grant Requestor / Recipient (No start date - No end date);Grant Payee (No start date - No end date),2882002.65,4095.91,One-time gift,4/1/1998,242892.22,One-time gift,10/5/2022,242892.22,One-time gift,10/5/2022,,Task/Other,2/17/2022,,,0,,,,,,Echo Grant (12/10/2002),,,,,,Community Meeting-2019 Supporter (No date);Community Meeting-Prospective Ask (No date);Community Meeting-2018 Supporter (No date),,,,0,,,Governmental Organization (No date),1,7/1/1996,,,,
2001.MID.05822,Organization,Estate (5/31/2001 - No end date),2851855.04,324382.8,Other,7/12/2000,105.37,One-time gift,6/27/2003,1629281.33,One-time gift,12/19/2000,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/31/2001,,,,
2014.674,Organization,Estate (6/30/2014 - No end date),2843167.01,565090,One-time gift,6/27/2014,85634.34,One-time gift,4/22/2016,1356216.95,One-time gift,6/27/2014,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/30/2014,,,,
2016.1733,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2839579.66,1320191.66,Stock/property (sold),12/21/2016,511590,Stock/property (sold),12/27/2018,1320191.66,Stock/property (sold),12/21/2016,,Email,11/18/2022,,Female,0,Lapsed donor,,,,,,,,2018 Legacy Dinner (11/7/2018);2017 Legacy Dinner (11/8/2017),,,,,,,1,,,,,12/22/2016,,,,
913,Organization,,2799000,2799000,One-time gift,8/27/2004,2799000,One-time gift,8/27/2004,2799000,One-time gift,8/27/2004,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/7/2004,,,,
1998.MID.03036,Individual,,2778938.01,25,One-time gift,1/28/2010,2694762.01,One-time gift,12/31/2020,2694762.01,One-time gift,12/31/2020,,Mailing,2/18/2021,,Female,1,Lapsing donor,,,,,,,,2018 Legacy Dinner (11/7/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016),,,,,,,1,,,,,4/27/1998,,,,
1996.MID.01755,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2771047.06,5000,One-time gift,12/27/1998,1000,One-time gift,11/22/2021,1027687.56,Stock/property (sold),11/15/2004,Cultivation,Meeting,11/1/2020,,Male,1,High wealth rating,,,,,Winston-Salem Alliance (1/1/2003),,2016 Jamie Vollmer (No date),2022 Legacy Event (11/1/2022);2018 Legacy Dinner (11/7/2018);2018 Donor Appreciation Celebration (6/14/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016),,,,,,,1,,,,1,7/1/1996,,,,
2007.895,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2711863.14,83858.94,Soft credit one-time gift,6/11/1998,2000,Other,11/25/2020,347790.75,Soft credit stock/property (sold),4/8/2002,Cultivation,Mailing,9/7/2021,Centennial A,Female,1,Lapsing donor;No contact;No meeting,,,,,,,2016 Jamie Vollmer (No date),2022 Legacy Event (11/1/2022);Donor Dinner (6/8/2022);2018 Legacy Dinner (11/7/2018);Rooftop Centennial Cultivation (5/15/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016),,2018 Burress Dinner; Old Town (10/4/2018),,,,,1,1,,,,7/1/1996,,,,
2013.1834,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2682490.9,105015,Stock/property (sold),12/21/2016,120000,Other,11/16/2022,650000,Stock/property (sold),10/18/2022,,Mailing,9/7/2021,Centennial C,Male,1,Recent gift;No contact;No meeting,,,,,,,,2017 Donor Advisor 101 (2/2/2017),,,,,,,1,,,,,11/4/2013,,,BPI (9/20/2018),
2010.214,Organization,,2656227.18,49004.63,One-time gift,12/29/2010,2607222.55,One-time gift,12/31/2010,2607222.55,One-time gift,12/31/2010,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/31/2010,,,,
1996.34,Organization,Grant Requestor / Recipient (No start date - No end date);Grant Payee (No start date - No end date);Grant Requestor / Recipient - Student (No start date - No end date),2600569.95,50,One-time gift,1/16/2002,50000,Pledge payment,12/17/2020,2052628.77,One-time gift,12/28/2017,,Mailing,4/12/2022,,,0,Lapsing donor,,,,,,,,,,,Community Meeting-2019 Builder (No date);Community Meeting-2018 Builder (No date);Community Meeting-2017 Supporter (No date);Women's Fund Luncheon-2016 Silver (No date);Community Meeting-2016 Supporter (No date);Women's Fund Luncheon-2015 Silver (No date);Women's Fund Luncheon-Prospective Ask (No date);Women's Fund Luncheon-2008 Table (No date);Community Meeting-Prospective Ask (No date);Community Meeting-2015 Supporter (No date);Community Meeting-2014 Supporter (No date);Community Meeting-2012 Supporter (No date);Community Meeting-2011 Supporter (No date);Community Meeting-2010 (No date);Community Meeting-2009 (No date);Community Meeting-2007 (No date);Community Meeting-2006 (No date),,,,0,,,501 (c)(3) Public Charity (No date),,7/1/1996,,,,
2003.MID.07332,Organization,,2572999.67,400000,One-time gift,12/31/2002,50000,Pledge payment,12/13/2021,400000,One-time gift,12/31/2002,,Mailing,3/22/2017,,,0,,,,,,,,,,,,,,,,0,,,,,1/24/2003,,,,
2021.856,Organization,Estate (5/28/2021 - No end date),2549439.72,560664.57,One-time gift,5/27/2021,38.58,One-time gift,6/30/2021,993905.36,One-time gift,5/27/2021,,,,,,0,Lapsing donor,,,,,,,,,,,,,,,0,,,,,5/28/2021,,,,
1996.MID.01448,Individual,Volunteer (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099);WSF Board Member - Former (No start date - 2005),2545125.66,25004.63,One-time gift,1/8/1998,376848.81,Stock/property (sold),2/23/2021,376848.81,Stock/property (sold),2/23/2021,Cultivation,Meeting,6/23/2022,Next Century Ambassadors,Male,1,Lapsing donor,,1,Next Century Ambassador (No date);Asset Development Committee - Past Member (1/1/2006),1,Winston-Salem Alliance (1/1/2003);Millennium Fund Oversight Executive Committee (1/1/2003);Echo Council - Past Member (3/1/2004),,2016 Jamie Vollmer (No date),2022 Legacy Event (11/1/2022);Donor Dinner (6/8/2022);2018 Legacy Dinner (11/7/2018);Rooftop Centennial Cultivation (5/15/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016);2015 Burress Dinner (No date),,2018 Burress Dinner; Old Town (10/4/2018);2015 Spring Rooftop Cultivation Event (No date);2014 October Rooftop Cultivation Event (No date),,,,WSF Committee Dinner (5/3/2022),1,1,,,1,7/1/1996,,,,1
1996.MID.00226,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2535862.93,500,One-time gift,12/14/1998,81922.1,Stock/property (sold),8/17/2022,204966.62,Stock/property (sold),12/9/2021,Pending Ask,Task/Other,10/26/2022,Next Century Ambassadors,Male,1,High wealth rating,,,Next Century Ambassador (No date),,Jewish Community (No date),2009 Appeal (No date),2016 Strong at Home (No date);2016 Jamie Vollmer (No date),"2022 Legacy Event (11/1/2022);2018 Legacy Dinner (11/7/2018);2018 Donor Appreciation Celebration (6/14/2018);Rooftop Centennial Cultivation (5/15/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016);2015 Community Conversation 10-20 (No date);2015 Eric Jensen Event (No date);2015 Burress Dinner (No date);2006 Julie Salamon dinner, May (No date)",,2018 Burress Dinner; Old Town (10/4/2018);2005 Eisenberg (No date),,,,,1,1,,,,7/1/1996,,,,1
2008.115,Individual,,2518626.72,1200,Other,1/10/2008,500,Soft credit other,8/10/2022,170000,Soft credit one-time gift,12/20/2018,,Email,5/31/2022,,Female,1,High wealth rating,,,,,,,,,,,,,,,0,,,,,9/16/1996,No WSF Enews,,,
1998.MID.02990,Individual,Professional Advisor (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2506809.58,13365.31,One-time gift,3/13/1998,1702.07,Pledge payment,10/26/2022,181019,Other,11/26/2008,Cultivation,Mailing,10/26/2022,Next Century Ambassadors,Male,1,,,,Next Century Ambassador (No date),,Millennium Fund Oversight Executive Committee (4/1/2003);Forsyth Emerging Issues (No date),2009 Appeal (No date),,Donor Dinner (6/8/2022);2018 Legacy Dinner (11/7/2018);2018 Donor Appreciation Celebration (6/14/2018);Rooftop Centennial Cultivation (5/15/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016),,2018 Burress Dinner; Old Town (10/4/2018);2015 Fall Rooftop Cultivation Event (No date);2013 Douglas Gathering (No date);2005 Eisenberg (No date),Community Meeting-2012 (No date),,,,1,,1,,,4/8/1998,,1,,
1996.MID.00590,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2460125.62,5127.63,Stock/property (sold),12/30/1996,3000,Other,12/22/2021,190512.77,Stock/property (sold),12/19/2017,Cultivation,Email,3/4/2015,,Male,1,High wealth rating,,,,,,,,2018 Legacy Dinner (11/7/2018);2018 Donor Appreciation Celebration (6/14/2018);Rooftop Centennial Cultivation (5/15/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016),,,,,,,1,,,,,7/1/1996,,,,
2000.MID.05166,Organization,,2458402.78,60000,One-time gift,6/27/2000,150000,One-time gift,12/14/2021,268480,Soft credit one-time gift,6/11/2007,,Task/Other,6/5/2002,,,0,,,,,,,,,,,,,,,,0,,,,,6/28/2000,,,,
2000.MID.04975,Organization,Professional Advisor (No start date - No end date),2432590,50000,One-time gift,12/31/1999,2250,Other,11/2/2022,350000,One-time gift,10/22/2020,,Task/Other,2/6/2002,,,0,,,,,,,,,,,,Community Meeting-2019 Supporter (No date);Community Meeting-2018 Supporter (No date);Community Meeting-2017 Supporter (No date);Women's Fund Luncheon-2016 Bronze (No date);Community Meeting-2016 Supporter (No date);Women's Fund Luncheon-Prospective Ask (No date);Women's Fund Luncheon-2015 Bronze (No date);Community Meeting-Prospective Ask (No date);Community Meeting-2015 Supporter (No date);Community Meeting-2014 Supporter (No date);Community Meeting-2013 Supporter (No date);Community Meeting-2011 Supporter (No date);Community Meeting-2009 (No date);Community Meeting-2008 (No date);Community Meeting-2004 (No date),,,,0,,,,,1/25/2000,,,,
2012.1256,Organization,,2371000,50000,One-time gift,7/17/2012,35000,One-time gift,9/26/2022,230000,One-time gift,8/7/2019,,,,,,0,,,,,,,,,,,,,,,,0,,,,,7/17/2012,,,,
1996.MID.02105,Individual,Volunteer (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2360963.74,25,One-time gift,1/15/1998,20242.46,Stock/property (sold),10/21/2020,770981.4,Stock/property (sold),7/24/2003,,Email,10/1/2020,,Male,1,Lapsed donor,,,Asset Development Committee - Past Member (1/1/2006),,,,,2018 Legacy Dinner (11/7/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016),2012 Eisenberg Gathering (No date),2015 Spring Rooftop Cultivation Event (No date);2005 Tuttle (No date),,,,,1,,,,,7/1/1996,,,,
2006.3367,Individual,Individual (No start date - No end date);WSF Board Member - Current (1/1/2021 - No end date),2332006.31,500,Soft credit one-time gift,12/14/1998,81922.1,Soft credit stock/property (sold),8/17/2022,200695.31,Soft credit stock/property (sold),12/6/2021,,Email,8/8/2022,,Female,1,High wealth rating,,1,Community Philanthropy Builders - Past Member (No date);Racial Equity Advocates (11/19/2020);Women's Fund Committee Board-Past Member (No date),,,,,Donor Dinner (6/8/2022);COVID-19 Nonprofit Panel Discussion (6/25/2020);2015 Community Conversation 10-20 (No date),,2016 Women's Rooftop Event (No date),Women's Fund Luncheon-2015 Bronze (No date);Women's Fund Luncheon-Prospective Ask (No date),,,WSF Committee Dinner (5/3/2022),0,,,,,5/5/2006,,,BPI (8/12/2021),
1996.MID.02352,Individual,Fundholder Portal Access (9/8/2021 - 12/31/2099),2260031.46,250000,Other,7/28/2021,779721.88,One-time gift,7/7/2022,779721.88,One-time gift,7/7/2022,,Mailing,8/4/2021,,Male,0,,,,,,,,,2018 Legacy Dinner (11/7/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016),,,,,,,1,,,,,9/16/1996,,,,
2018.508,Organization,,2222835.4,722835.4,One-time gift,5/21/2018,500000,One-time gift,5/21/2018,1000000,One-time gift,5/21/2018,,,,,,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,5/22/2018,,,,
1996.MID.01179,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2179329.45,71827.02,Stock/property (sold),9/1/2005,250812.85,Stock/property (sold),5/19/2022,255508.35,Stock/property (sold),10/18/2018,Cultivation,Email,11/17/2022,Centennial B,Male,1,No meeting,1,,,,,2014 Donor Appreciation Lunch (6/18/2014),,Rooftop Centennial Cultivation (5/15/2018);2015 Community Conversation 10-20 (No date);2015 Burress Dinner (No date),,2018 Burress Dinner; Old Town (10/4/2018);2006 Burress (No date),,,,,1,,,,,7/1/1996,,,,
1996.MID.00743,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2124987.47,77045,Stock/property (sold),12/28/2006,1200,Soft credit one-time gift,2/14/2022,500000,Other,11/24/2021,,Email,12/13/2021,,Male,1,No contact;No meeting,,,,,,,,,,,,,,,1,,,,,7/1/1996,,,,
1998.MID.02989,Individual,,2122551.24,36052.5,Soft credit stock/property (sold),9/7/2001,1702.07,Soft credit pledge payment,10/26/2022,181019,Soft credit other,11/26/2008,,Meeting,11/19/2008,,Female,1,,,,,,,,,,,,,,,,0,,,,,4/8/1998,,,,
2006.3467,Individual,Individual (No start date - No end date),2108912.76,43894,Soft credit one-time gift,5/10/2004,75000,Soft credit one-time gift,1/26/2022,268480,One-time gift,6/11/2007,,Email,10/21/2022,,Female,1,High wealth rating,,,,,,,,2015 Community Conversation 10-20 (No date),,,,,,,0,,,,,6/28/2000,,,,
2007.44,Organization,,2100000,175000,One-time gift,12/29/2006,35000,One-time gift,1/2/2018,175000,One-time gift,12/29/2006,,,,,,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,1/3/2007,,,,
1996.MID.00918,Individual,Individual (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),2051437.13,375,One-time gift,1/13/1998,201136.47,Stock/property (sold),10/11/2021,201136.47,Stock/property (sold),10/11/2021,Cultivation,Email,10/24/2022,Next Century Ambassadors,Male,1,At risk donor;High wealth rating,,,Next Century Ambassador (No date),,,,2016 Strong at Home (No date);2016 Jamie Vollmer (No date),2022 Legacy Event (11/1/2022);Donor Dinner (No date);2017 Student Aid Breakfast (7/25/2017);2018 Student Aid Breakfast (7/24/2018);2018 Legacy Dinner (11/7/2018);2018 Donor Appreciation Celebration (6/14/2018);Rooftop Centennial Cultivation (5/15/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016);2015 Eric Jensen Event (No date);Listening Session (No date),,2018 Burress Dinner; Old Town (10/4/2018),,,,,1,,,,,7/1/1996,,,,
2006.3707,Individual,Individual (No start date - No end date),2051437.13,375,Soft credit one-time gift,1/13/1998,201136.47,Soft credit stock/property (sold),10/11/2021,201136.47,Soft credit stock/property (sold),10/11/2021,,Mailing,3/27/2007,,Female,1,At risk donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
2011.975,Individual,,2045942.47,250,Soft credit other,6/15/2011,1200,One-time gift,2/14/2022,500000,Soft credit other,11/24/2021,,Email,2/1/2016,,Female,1,,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
1996.MID.00890,Individual,Individual (No start date - No end date);Fundholder Portal Access (3/18/2022 - 12/31/2099),2032014.02,36487.5,Stock/property (sold),12/16/1996,83295.75,Soft credit one-time gift,11/7/2022,198891.18,Stock/property (sold),6/23/2021,,Email,8/11/2015,,Female,0,High wealth rating,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
1996.MID.01250,Individual,Individual (No start date - No end date),1995666,50,One-time gift,12/6/2001,1005900,One-time gift,12/27/2005,1005900,One-time gift,12/27/2005,,Email,2/26/2016,,Female,1,Lost donor,,,,,,,,2018 Legacy Dinner (11/7/2018);2017 Legacy Dinner (11/8/2017);2016 Legacy Dinner (11/9/2016);2014 Legacy Dinner (No date),,,,,,,1,,,,,7/1/1996,,,,
